item_id,main_image_id,product_type,item_name,brand,color,material,style,pattern,dimensions,weight
B07YDQRZKF,71Z9QRVypnL,BAG,WindTook Laptop Backpack for Women and Men Travel Computer Bag School College Daypack Suits 15 Inch Notebook 1991-Gray,WindTook,1991-gray-canvas,canvas,Laptop,,,
B07XH45QV7,91pormEJTcL,HOME_FURNITURE_AND_DECOR,"AmazonBasics Hybrid Mattress - Memory Foam With Strong Innerspring Support - Medium Feel - CertiPUR-US - 8-Inch, Cal King",AmazonBasics,,Memory Foam,8-Inch,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 8}, 'unit': 'inches', 'value': 8}, 'length': {'normalized_value': {'unit': 'inches', 'value': 84}, 'unit': 'inches', 'value': 84}, 'width': {'normalized_value': {'unit': 'inches', 'value': 72}, 'unit': 'inches', 'value': 72}}","[{'normalized_value': {'unit': 'pounds', 'value': 77}, 'unit': 'pounds', 'value': 77}]"
B076VSCT2M,81UDMJvk19L,WASTE_BAG,"AmazonBasics EPI-Added Dog Waste Bag with Dispenser and Leash Clip, Brazilian Mango Scented, 270 Count",AmazonBasics,,Polyethylene,Brazilian Mango,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.00118}, 'unit': 'inches', 'value': 0.00118}, 'length': {'normalized_value': {'unit': 'inches', 'value': 13}, 'unit': 'inches', 'value': 13}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9}, 'unit': 'inches', 'value': 9}}","[{'normalized_value': {'unit': 'pounds', 'value': 0.066}, 'unit': 'pounds', 'value': 0.066}]"
B084GPJW8L,813G1mtCYNL,SHOES,Amazon Brand - Symbol Men's Black Synthetic Formal Shoes - 9 UK (AZ-KY-358),Amazon Brand - Symbol,Black 5,Synthetic,Derby,Solid,,
B07VX59RX1,417IvWn2i7L,HOME,"Eono Essentials 82L Collapsible Washing Laundry Basket Bag, Fabric Laundry Hamper, Foldable Laundry Bag with Handles, Portable Washing Bin, Folding Clothes Bag for Dorm Travel Bathroom, Grey",Eono,Grey,,,,,
B075X4PRVT,A1aWlIn6KRL,HOME_FURNITURE_AND_DECOR,"Amazon Brand – Stone & Beam Marin Studded Chair, 33""W, Grey",Stone & Beam,Grey,stone,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 37}, 'unit': 'inches', 'value': 37}, 'length': {'normalized_value': {'unit': 'inches', 'value': 41}, 'unit': 'inches', 'value': 41}, 'width': {'normalized_value': {'unit': 'inches', 'value': 33}, 'unit': 'inches', 'value': 33}}","[{'normalized_value': {'unit': 'pounds', 'value': 80}, 'unit': 'pounds', 'value': 80}]"
B08GL14R5S,81ivJM1ujFL,HOME_FURNITURE_AND_DECOR,"Amazon Brand - Solimo 12-inch Wall Clock - Desginer (Silent Movement, Black Frame), SC-1007",Amazon Brand - Solimo,Black,Plastic,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.9685}, 'unit': 'millimeters', 'value': 50}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.00785}, 'unit': 'millimeters', 'value': 305}, 'width': {'normalized_value': {'unit': 'inches', 'value': 12.00785}, 'unit': 'millimeters', 'value': 305}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.873929227}, 'unit': 'grams', 'value': 850}]"
B0845BS2C2,81xQRB8ZsIL,SHOES,Flavia Women's Blue Running Shoes-8 UK (40 EU) (9 US) (FKT/FB-03/BLU),Flavia,Blue,,Walking Shoes,,,
B07Y66B9BX,81gStlE4KLL,HOME_LIGHTING_AND_LAMPS,"Stone & Beam - Lanterna rustica in finto legno con lampadina, altezza 35,5 cm (rinnovata)",Stone & Beam,Nero Con Legno.,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 14}, 'unit': 'inches', 'value': 14}, 'length': {'normalized_value': {'unit': 'inches', 'value': 6}, 'unit': 'inches', 'value': 6}, 'width': {'normalized_value': {'unit': 'inches', 'value': 6}, 'unit': 'inches', 'value': 6}}",
B0825DN9JL,51hSY6izd8L,LAMP,"Amazon Brand – Stone & Beam Contemporary Curved Glass Table Lamp, LED Bulb Included, 19.25""H, Clear",Stone & Beam,Clear,Glass,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 19.25}, 'unit': 'inches', 'value': 19.25}, 'length': {'normalized_value': {'unit': 'inches', 'value': 9}, 'unit': 'inches', 'value': 9}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9}, 'unit': 'inches', 'value': 9}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.2}, 'unit': 'pounds', 'value': 1.2}]"
B003QP2ZCC,81NTmtqYETL,HOME,"Pinzón Hotel 100% Egipcio algodón satén Bandas Sham, Verde Manzana, Estándar",Pinzon by Amazon,Verde Manzana,,,,,
B07K28QKBR,91R4FyAUJGL,HOME_FURNITURE_AND_DECOR,"Slipcover Cream Swatch, Stone & Beam",Stone & Beam,Slipcover Cream,,Twill Performance,,,"[{'normalized_value': {'unit': 'pounds', 'value': 0.1}, 'unit': 'pounds', 'value': 0.1}]"
B07HSBJ7J9,81JUpLz2sKL,CHAIR,"Amazon Brand – Stone & Beam Woodley Modern Kitchen Dining Room Chairs, Set of 2, 40""H, Navy Blue",Stone & Beam,Navy,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 40}, 'unit': 'inches', 'value': 40}, 'length': {'normalized_value': {'unit': 'inches', 'value': 24}, 'unit': 'inches', 'value': 24}, 'width': {'normalized_value': {'unit': 'inches', 'value': 17.5}, 'unit': 'inches', 'value': 17.5}}","[{'normalized_value': {'unit': 'pounds', 'value': 18.5}, 'unit': 'pounds', 'value': 18.5}]"
B08BP9Y1HF,61OnkGVhMWL,MEASURING_CUP,"AmazonCommercial Glass Measuring Cup, 2 Cup Capacity (0.5 Liters)",Amazon Commercial,transparant,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.5}, 'unit': 'inches', 'value': 3.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 7.3}, 'unit': 'inches', 'value': 7.3}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.1}, 'unit': 'inches', 'value': 5.1}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.35}, 'unit': 'pounds', 'value': 1.35}]"
B00MPOB0JE,910EuRVTK9L,HOME_BED_AND_BATH,"Pinzon by Amazon Egyptian Cotton Sateen, Light Gray, Double Fitted Sheet",Pinzon by Amazon,Grau,100% cotton,Fitted Sheet,Uni,"{'height': {'normalized_value': {'unit': 'inches', 'value': 14.960629906}, 'unit': 'centimeters', 'value': 38}, 'length': {'normalized_value': {'unit': 'inches', 'value': 74.80314953}, 'unit': 'centimeters', 'value': 190}, 'width': {'normalized_value': {'unit': 'inches', 'value': 53.149606245}, 'unit': 'centimeters', 'value': 135}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.322773572}, 'unit': 'kilograms', 'value': 0.6}]"
B07QKNN9RZ,615j9WDRMfL,SHOES,"Amazon Essentials Shelly footwear, Bleu Marine, 9.5 M US",Amazon Essentials,Bleu Marine,,Shelly,,,"[{'normalized_value': {'unit': 'pounds', 'value': 0.4625}, 'unit': 'ounces', 'value': 7.4}]"
B07VSFKYLX,81EO9kqqlsL,SHOES,Amazon Brand - Symbol Men's Red/Black Sneakers-11 UK (45 EU) (12 US) (AZ-SY-411),Amazon Brand - Symbol,Red/ Black,Mesh,Sneakers,Textured,,
B07SSJML8Y,619bKCVWuqL,SHOES,"The Drop Jordan, mule a punta con tacco a blocco, Nero, 12 (US) 43 (EU)",The Drop,Nero,,Jordan - Mule a punta,,,"[{'normalized_value': {'unit': 'pounds', 'value': 0.6125}, 'unit': 'ounces', 'value': 9.8}]"
B07XRGDKPX,711++ZdLxbL,SHOES,Flavia Women's Black Fashion Sandals-8 UK (40 EU) (9 US) (FL/231/BLK),Flavia,Black,Polyurethane,Ankle-Strap,,,
B07KRB8HJY,A1PFSpudBmL,CHAIR,"Linen Swatch, Ravenna Home",Ravenna Home,Linen,,Parker,,,"[{'normalized_value': {'unit': 'pounds', 'value': 0.1}, 'unit': 'pounds', 'value': 0.1}]"
B07YFGWMQ2,81dRITE+WKL,SHOES,"Concept 3 by Skechers Beyond Fresh Zapatillas de Moda con Cordones para Mujer, Blanco/Plateado, 8",Concept 3 by Skechers,Blanco/Plateado,,Beyond Fresh Zapatillas de moda con cordones,,,
B07NTTVKB5,51aAqy+qo4L,PORTABLE_ELECTRONIC_DEVICE_STAND,"Eono Essentials Support Tablette, Support Tablette Réglable : Support Dock pour 2018 Pad Mini 2 3 4, Pad Pro, Pad Air, Air 2, Phone, Nintendo Switch, Samsung Tab, d'autres Smartphones - Noir",Eono,Noir,,,,,
B07BMQXWX1,B10LS0CdOxS,PILLOW,"Amazon Brand – Stone & Beam Farmhouse Buffalo Check Plaid Decorative Throw Pillow, 20"" x 20"", Cover and Insert, Light Grey",Stone & Beam,Light Grey,,Cover + Insert,gingham,"{'height': {'normalized_value': {'unit': 'inches', 'value': 7.0}, 'unit': 'inches', 'value': 7.0}, 'length': {'normalized_value': {'unit': 'inches', 'value': 20.0}, 'unit': 'inches', 'value': 20.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 20.0}, 'unit': 'inches', 'value': 20.0}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.5}, 'unit': 'pounds', 'value': 1.5}]"
B07WTN3XJ1,81VVdiewwML,HANDBAG,Flavia Women's Clutch (Black),Flavia,Black,Faux Leather,Clutch,,,
B07XKMKM98,610Rg4gzNnL,HOME,"Amazon Brand - Solimo Fabric Foldable Laundry Organiser, Grey",Amazon Brand - Solimo,Grey,Fabric,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 22.8346}, 'unit': 'millimeters', 'value': 580}, 'length': {'normalized_value': {'unit': 'inches', 'value': 14.1732}, 'unit': 'millimeters', 'value': 360}, 'width': {'normalized_value': {'unit': 'inches', 'value': 14.1732}, 'unit': 'millimeters', 'value': 360}}",
B084GPTW1K,81ZFZWmoKyL,SHOES,Amazon Brand - Symbol Men's Brown Synthetic Formal Shoes - 11 UK (AZ-KY-359),Amazon Brand - Symbol,Brown,Synthetic,Boat,Solid,,
B0812CRMT2,81S0VjXrV2L,SHOES,"Find. Mokassin Boots - Stivali da donna, Arancione (Arancione (Dark Orange).), 41 EU",find.,Arancione Dark Orange,,Stivali con le frange,,,
B07QR3YYVD,51RtWDX4ocL,CARRYING_CASE_OR_BAG,"(Renewed) AmazonBasics iPad Pro 2017 Smart Case Auto Wake/Sleep Cover, Navy, 12.9""",AmazonBasics,Navy,,"iPad 12.9""",,"{'height': {'normalized_value': {'unit': 'inches', 'value': 0.79}, 'unit': 'inches', 'value': 0.79}, 'length': {'normalized_value': {'unit': 'inches', 'value': 12.4}, 'unit': 'inches', 'value': 12.4}, 'width': {'normalized_value': {'unit': 'inches', 'value': 9.06}, 'unit': 'inches', 'value': 9.06}}",
B07M9CM11L,41SrL9iB-ZL,HOME_BED_AND_BATH,"AmazonBasics Clear Acrylic Ball Finial with 1"" Double Curtain Rod - 36-72"", Nickel",AmazonBasics,Nickel,Acrylic,"Double Rod - 36-72""",,,
B07YV667X7,71WeCdi7OAL,SHOES,"find. Hi-Top Canvas Sneaker a Collo Alto, Blu (Washed Blue), 36 EU",find.,Blu Washed Blue,,A Collo Alto,,,
B07TNS38P7,81bREbOSbAL,SHOES,Amazon Brand - Symactive Men's Black Running Shoes-8 UK (SYM-SS-040B),Amazon Brand - Symactive,Black,Mesh,SYM-SS-040_Black_8 UK,,,
B07QSYXM6P,91lcpkzuuqL,PORTABLE_ELECTRONIC_DEVICE_COVER,"AmazonBasics Business Laptop Case - 17-Inch, Navy",Amazonベーシック(AmazonBasics),Navy,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.2}, 'unit': 'inches', 'value': 3.2}, 'length': {'normalized_value': {'unit': 'inches', 'value': 18.2}, 'unit': 'inches', 'value': 18.2}, 'width': {'normalized_value': {'unit': 'inches', 'value': 14.4}, 'unit': 'inches', 'value': 14.4}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.7}, 'unit': 'pounds', 'value': 1.7}]"
B07YFH33TL,81Qlz7g2QfL,SHOES,"Concept 3 by Skechers Men's Arizin Lace-up Sneaker,Black,10.5 Medium US",Concept 3 by Skechers,Black,,Arizin Lace-up Sneaker,,,
B07NPT3P1W,61IOj7hUG7L,SHOES,"Amazon Essentials Women's May Loafer Flat, Tan, 7.5 B US",Amazon Essentials,Tan,,May,,,"[{'normalized_value': {'unit': 'pounds', 'value': 0.24375}, 'unit': 'ounces', 'value': 3.9}]"
B07N27ZPVJ,51d2mHluduL,SHOES,"Amazon Brand - find. Men's Suede, Black), US 7",find.,Black,,Arland Driver Loafer,,,
B07KR64TBW,91hO0-OnZOL,HOME,UMI by Amazon Plain Chenille Cushion Covers Soft Square Throw Pillow Case Decorative 40x40 cm Dark Grey Set of 4,UMI,Dark Grey,Fabric,,solid,,
B07TJ1DMQ6,71lmWPDYLeL,SHOES,"find. Alto Loafers, Chocolate Brown), 10 UK",find.,Brown Chocolate Brown Chocolate Brown,,Alto,,,
B07WH3VKGH,81RjqHvvEiL,SHOES,Amazon Brand - Symbol Men's D.Grey PU Formal Shoes - 8 UK (AZ-SY-424),Amazon Brand - Symbol,D.Grey,Synthetic,Oxford,Solid,,
B07JKJKDLD,91Et8gpzswL,PILLOW,"Amazon Brand – Stone & Beam Industrial Leather Detail Throw Pillow - 24 x 12 Inch, Flax with Dark Brown",Stone & Beam,Flax With Dark Brown,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 4.0}, 'unit': 'inches', 'value': 4.0}, 'length': {'normalized_value': {'unit': 'inches', 'value': 24.0}, 'unit': 'inches', 'value': 24.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 12.0}, 'unit': 'inches', 'value': 12.0}}",
B07ZT9XVNH,61YVUF99h6L,DRINKING_CUP,"Umi. Essentials - Juego de 6 vasos de pinta para cerveza, agua o refrescos, 340 ml",UMI,transparencia,vidrio,,,,
B07CJJT5QX,913nDnlgrJL,HOME_BED_AND_BATH,"AmazonBasics Fade Resistant Towel Set, 10-Pack - Red, 500gsm",AmazonBasics,Red,,Washcloth,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 11.5}, 'unit': 'inches', 'value': 11.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 13.5}, 'unit': 'inches', 'value': 13.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 10}, 'unit': 'inches', 'value': 10}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.8}, 'unit': 'pounds', 'value': 1.8}]"
B07VHNMRY8,51oAWCq9m+L,HOME_FURNITURE_AND_DECOR,"Amazon Brand - Movian 2-Door 1-Shelf TV Stand, 176 x 40 x 58 cm, White and Oak Effect",Movian,Beige,"Particle board, black metal legs",Storage Cabinet,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 29.921259812}, 'unit': 'centimeters', 'value': 76}, 'length': {'normalized_value': {'unit': 'inches', 'value': 69.291338512}, 'unit': 'centimeters', 'value': 176}, 'width': {'normalized_value': {'unit': 'inches', 'value': 15.74803148}, 'unit': 'centimeters', 'value': 40}}","[{'normalized_value': {'unit': 'pounds', 'value': 89.5517708244}, 'unit': 'kilograms', 'value': 40.62}]"
B07RSYFX4L,81XTExd6MnL,SHOES,"Amazon Brand -  find. Men's Moccasins, Brown  (Casual Tan), 11.5 UK",find.,Brown Casual Tan,,Addison,,,
B001E0V4HI,81KLm5Uck4S,HOME,"Pinzon Hemstitch 400-Thread-Count Egyptian Cotton Sateen Full/Queen Duvet Set, Eggshell",Pinzon by Amazon,Eggshell,Cotton,,,,
B083SDZRMC,811wwZr8m5L,SHOES,"Amazon Essentials Honor Fashion-Sneakers, Gris, 9 Toddler",Amazon Essentials,Gris,,Honor,,,
B07SKTX4F1,81oTgvHuDPL,HOME,"Waterdrop WD-PT-04B Chubby 10-Cup Water Filter Pitcher, Long-lasting (200 gallons), 5X Times Lifetime Filtration Jug, Reduces Lead, Fluoride, Chlorine and More, BPA Free, blue",Waterdrop,Blue,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 10}, 'unit': 'inches', 'value': 10}, 'length': {'normalized_value': {'unit': 'inches', 'value': 10.4}, 'unit': 'inches', 'value': 10.4}, 'width': {'normalized_value': {'unit': 'inches', 'value': 5.3}, 'unit': 'inches', 'value': 5.3}}",
B085FJV33J,81c7B-BdZXL,CHAIR,"Ravenna Home Viewridge Upholstered Rocking Recliner Chair with Swivel, 42""W, Khaki Brown",Ravenna Home,Brown,,Transitional,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 44}, 'unit': 'inches', 'value': 44}, 'length': {'normalized_value': {'unit': 'inches', 'value': 42}, 'unit': 'inches', 'value': 42}, 'width': {'normalized_value': {'unit': 'inches', 'value': 38}, 'unit': 'inches', 'value': 38}}","[{'normalized_value': {'unit': 'pounds', 'value': 135}, 'unit': 'pounds', 'value': 135}]"
B075X4F5C3,A1wYkSBwKeL,CHAIR,"Amazon Brand – Rivet Lawson Modern Angled Ottoman, 27""W, Blackwood",Rivet,Blackwood,Nylon,Rustic,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 16}, 'unit': 'inches', 'value': 16}, 'length': {'normalized_value': {'unit': 'inches', 'value': 20}, 'unit': 'inches', 'value': 20}, 'width': {'normalized_value': {'unit': 'inches', 'value': 27}, 'unit': 'inches', 'value': 27}}","[{'normalized_value': {'unit': 'pounds', 'value': 32}, 'unit': 'pounds', 'value': 32}]"
B081T82W9Q,81vJzavR3UL,SHOES,Flavia Women's Maroon Ballet Flats-6 UK (38 EU) (7 US) (FL-925/MRN),Flavia,Maroon,,Ballet Flats,,,
B07YV7KJMM,618Abd6tVqL,SHOES,"find. Women's Soft Leather Loafer, Pink (Winsome Orchid), 8 UK",find.,Pink Winsome Orchid,,Soft Leather Loafer,,,
B084TBHLMR,811xxtjXq-L,SHOES,Fusefit Women's Isabella Lt Grey Running Shoes-4 UK (37 EU) (5 US) (FFR-440),Fusefit,Lt Grey,,Running Shoes,,,
B07KRZRNV3,91qgVbxoo8L,HOME,UMI. Essentials 2 Pièces Housse de Coussin Maison Chambre Décoration Taie d'oreiller Canapé 40x40cm Bleu,UMI,Bleu,,,,,
B089QK71LM,517e71MC3jL,HOME,Eono(イオーノ)キャンプ、睡眠、旅行用エアピロー、飛行機・ホテル・オフィス・ベッドで使える枕,Eono,オレンジ,,,,,
B07QF9Y24J,81L9Shlqp3L,CHAIR,"Stone & Beam Mid-Century Swivel Chair, 23.6""W, Beige",Stone & Beam,Cream,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 38}, 'unit': 'inches', 'value': 38}, 'length': {'normalized_value': {'unit': 'inches', 'value': 23.6}, 'unit': 'inches', 'value': 23.6}, 'width': {'normalized_value': {'unit': 'inches', 'value': 27.4}, 'unit': 'inches', 'value': 27.4}}","[{'normalized_value': {'unit': 'pounds', 'value': 37.3}, 'unit': 'pounds', 'value': 37.3}]"
B07VP48FB2,91qajQlNjPL,SHOES,Amazon Brand - Symbol Men's M.GREY PU Formal Shoes - 8 UK (AZ-SY-425),Amazon Brand - Symbol,M.GREY,Synthetic,Derby,Textured,,
B08FHKLHGJ,31Op7sw78QL,HOME,"UMI. Seide Bettwäsche-Set 2 teilig Bettbezug 135x200cm Kissenbezug 80x80cm, Hypoallergen 19 Momme Maulbeerseide Bettwäsche Rot",UMI,Rot,,,,,
B076BSFTTX,715B42pP4pL,HOME_BED_AND_BATH,"Amazon Brand - Solimo Microfibre Reversible Comforter, Single (Deep Purple and Ocean Blue, 200 GSM)",Amazon Brand - Solimo,Deep Purple and Ocean Blue,Polyester,,Comforter,"{'height': {'normalized_value': {'unit': 'inches', 'value': 6.61416}, 'unit': 'millimeters', 'value': 168}, 'length': {'normalized_value': {'unit': 'inches', 'value': 15.43304}, 'unit': 'millimeters', 'value': 392}, 'width': {'normalized_value': {'unit': 'inches', 'value': 7.55904}, 'unit': 'millimeters', 'value': 192}}","[{'normalized_value': {'unit': 'pounds', 'value': 3.747858454}, 'unit': 'grams', 'value': 1700}]"
B0028N6SXU,91naxXYWtvL,HOME,Pinzon Kids Printed Citrus Twin Duvet Cover,Pinzon by Amazon,Citrus,Cotton,,,,
B07NYSJH2F,6105lb-JeAL,TABLE,"Ravenna Home Classic Plank-Top End Table, 18""W, White Wood",Ravenna Home,White,,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 24}, 'unit': 'inches', 'value': 24}, 'length': {'normalized_value': {'unit': 'inches', 'value': 24}, 'unit': 'inches', 'value': 24}, 'width': {'normalized_value': {'unit': 'inches', 'value': 18}, 'unit': 'inches', 'value': 18}}","[{'normalized_value': {'unit': 'pounds', 'value': 23.5}, 'unit': 'pounds', 'value': 23.5}]"
B002HEXKFE,613lQk1WRKL,HOME,Pike Street 300-Thread Count Windowpane Cotton Overfilled Pillowtop California King Mattress Pad,Pinzon by Amazon,White,Cotton,,,,
B01KBEP6D0,91VyLFwZ4xL,STORAGE_BOX,"AmazonBasics Moving Boxes - Large, 15-Pack",AmazonBasics,,Engineered Wood,Large,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 18}, 'unit': 'inches', 'value': 18}, 'length': {'normalized_value': {'unit': 'inches', 'value': 18}, 'unit': 'inches', 'value': 18}, 'width': {'normalized_value': {'unit': 'inches', 'value': 24}, 'unit': 'inches', 'value': 24}}","[{'normalized_value': {'unit': 'pounds', 'value': 2.5}, 'unit': 'pounds', 'value': 2.5}]"
B07RNMN4ZF,71azRDw7quL,HOME_MIRROR,"Amazon Basics Rectangular Wall Mirror 30"" x 40"" - Peaked Trim, Nickel",Amazon Basics,Nickel,,Peaked,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 40.0}, 'unit': 'inches', 'value': 40.0}, 'length': {'normalized_value': {'unit': 'inches', 'value': 30.0}, 'unit': 'inches', 'value': 30.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 1.55}, 'unit': 'inches', 'value': 1.55}}","[{'normalized_value': {'unit': 'pounds', 'value': 16.5}, 'unit': 'pounds', 'value': 16.5}]"
B07WLY2ZQ3,81vWKmj3XqL,ABIS_KITCHEN,"AmazonBasics Colonne de chauffage portable oscillante, 2 niveaux de température, 2000 W",AmazonBasics,White,,2 Heating 1 Speed setting,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 24.2099999753058}, 'unit': 'centimeters', 'value': 61.4934}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11.0199999887596}, 'unit': 'centimeters', 'value': 27.9908}, 'width': {'normalized_value': {'unit': 'inches', 'value': 7.0899999927682}, 'unit': 'centimeters', 'value': 18.0086}}","[{'normalized_value': {'unit': 'pounds', 'value': 10.4278760157131}, 'unit': 'kilograms', 'value': 4.730005}]"
B07ZQR2Z96,61D0dSBecsL,KITCHEN,(Renewed) Amazon Brand - Solimo Stainless Steel 3-Piece Tope Set Without Lid,Amazon Brand - Solimo,Silver,Stainless Steel,3 Piece without Lid,,,"[{'normalized_value': {'unit': 'pounds', 'value': 1.62701149356}, 'unit': 'grams', 'value': 738}]"
B07SL5R49D,71vU0SmQEqL,STORAGE_BINDER,"AmazonBasics 2"" Round Ring Binder, Blue, View, 12-Pack",AmazonBasics,Blue,,2-Inch,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 11.63}, 'unit': 'inches', 'value': 11.63}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11.5}, 'unit': 'inches', 'value': 11.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 2.88}, 'unit': 'inches', 'value': 2.88}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.08}, 'unit': 'pounds', 'value': 1.08}]"
B08299KY5N,81eG3pDhRKL,SHOES,Bourge Men's Magic-24 Black Sneakers-11 UK (45 EU) (12 US) (Magic-24-11),Bourge,Black,,Sneakers,,,
B071NHXGFY,81rXhZIiDvL,HOME,"Amazon Brand – Rivet Round Glass Hanging Wall Mirror, 30 Inch Height, Silver Finish",Rivet,Glass,Silver,Modern,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 1.0}, 'unit': 'inches', 'value': 1.0}, 'length': {'normalized_value': {'unit': 'inches', 'value': 29.0}, 'unit': 'inches', 'value': 29.0}, 'width': {'normalized_value': {'unit': 'inches', 'value': 23.5}, 'unit': 'inches', 'value': 23.5}}","[{'normalized_value': {'unit': 'pounds', 'value': 23.15}, 'unit': 'pounds', 'value': 23.15}]"
B08BM2DN17,61qC8-mJvCL,HOME,"AmazonBasics Square Metal Umbrella Stand with Hook and Drip Tray, Rain Cutout Design - White",AmazonBasics,White,,Rain,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 19.4881889565}, 'unit': 'centimeters', 'value': 49.5}, 'length': {'normalized_value': {'unit': 'inches', 'value': 6.1023621985}, 'unit': 'centimeters', 'value': 15.5}, 'width': {'normalized_value': {'unit': 'inches', 'value': 6.1023621985}, 'unit': 'centimeters', 'value': 15.5}}","[{'normalized_value': {'unit': 'pounds', 'value': 3.9903669422}, 'unit': 'kilograms', 'value': 1.81}]"
B071K5ZLL7,71CxUHc-4iL,KITCHEN,Amazon Brand - Solimo 750-Watt Pop-up Toaster (White),Amazon Brand - Solimo,White,Plastic,,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 6.2992}, 'unit': 'millimeters', 'value': 160}, 'length': {'normalized_value': {'unit': 'inches', 'value': 11.811}, 'unit': 'millimeters', 'value': 300}, 'width': {'normalized_value': {'unit': 'inches', 'value': 7.874}, 'unit': 'millimeters', 'value': 200}}","[{'normalized_value': {'unit': 'pounds', 'value': 1.89377083058}, 'unit': 'grams', 'value': 859}]"
B085FGXKG9,91jRBBrU8fL,CHAIR,"Amazon Brand – Ravenna Home Push-Back Recliner Living Room Chair, 33.9""W, Light Grey",Ravenna Home,Light Grey,Textile,Transitional,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 41.34}, 'unit': 'inches', 'value': 41.34}, 'length': {'normalized_value': {'unit': 'inches', 'value': 33.86}, 'unit': 'inches', 'value': 33.86}, 'width': {'normalized_value': {'unit': 'inches', 'value': 36.22}, 'unit': 'inches', 'value': 36.22}}","[{'normalized_value': {'unit': 'pounds', 'value': 70.4}, 'unit': 'pounds', 'value': 70.4}]"
B07D44LBM9,71w+9SNWhbL,SHOES,"find. Suede Derbys, Black), 10 UK",find.,Black,,Derby Lace-Up,,,
B06XGFCB2X,615Of3tTwoL,SHOES,"find. Ashby Leather, Men’s Brogues, Black (Black), 9 UK (43 EU)",find.,Black,,Brogue,,,
B08D49Y55K,71lFDjLcYCL,SHOES,ELISE Women's Multi Flip-Flops-5 UK (38 EU) (6 US) (EFFS20-14),ELISE,Multi,,Flip-Flops,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 3.937}, 'unit': 'millimeters', 'value': 100}, 'length': {'normalized_value': {'unit': 'inches', 'value': 112.9919}, 'unit': 'millimeters', 'value': 2870}, 'width': {'normalized_value': {'unit': 'inches', 'value': 4.7244}, 'unit': 'millimeters', 'value': 120}}","[{'normalized_value': {'unit': 'pounds', 'value': 0.661386786}, 'unit': 'grams', 'value': 300}]"
B07SZ8H42Y,61huc3pFw7L,HOME,"UMI Brushed Cotton Blended Duvet Cover Set, Pure White, Double",UMI,Pure White,cotton-blend,Modern,,"{'height': {'normalized_value': {'unit': 'inches', 'value': 10.82}, 'unit': 'inches', 'value': 10.82}, 'length': {'normalized_value': {'unit': 'inches', 'value': 10.43}, 'unit': 'inches', 'value': 10.43}, 'width': {'normalized_value': {'unit': 'inches', 'value': 1.77}, 'unit': 'inches', 'value': 1.77}}","[{'normalized_value': {'unit': 'pounds', 'value': 2.755778275}, 'unit': 'grams', 'value': 1250}]"
